"cd_procedimento";"ano_realizacao";"cd_modalidade";"nm_modalidade";"n_procedimento";"custo_procedimento"
"40312160";"2024";27;Filantropia;4.00;175.44
"40312160";"2024";28;Seguradora Especializada Em Saúde;37.00;4307.93
"40312178";"2023";22;Cooperativa Médica;6641.00;594283.51
"40312178";"2023";24;Autogestão;437.00;50618.43
"40312178";"2023";25;Medicina De Grupo;1144.00;126032.74
"40312178";"2023";27;Filantropia;197.00;24354.28
"40312178";"2023";28;Seguradora Especializada Em Saúde;809.00;126515.94
"40312178";"2024";22;Cooperativa Médica;3010.00;277368.90
"40312178";"2024";24;Autogestão;199.00;21886.32
"40312178";"2024";25;Medicina De Grupo;745.00;85868.97
"40312178";"2024";27;Filantropia;81.00;9903.15
"40312178";"2024";28;Seguradora Especializada Em Saúde;366.00;53015.08
"40312194";"2023";22;Cooperativa Médica;4.00;168.13
"40312194";"2024";22;Cooperativa Médica;9.00;383.27
"40312194";"2024";24;Autogestão;2.00;103.36
"40312194";"2024";25;Medicina De Grupo;1.00;51.90
"40312224";"2023";22;Cooperativa Médica;5.00;9007.40
"40312224";"2023";24;Autogestão;4.00;11230.08
"40312224";"2024";24;Autogestão;1.00;2245.51
"40312224";"2024";25;Medicina De Grupo;1.00;825.50
"40314057";"2023";22;Cooperativa Médica;656.00;106576.92
"40314057";"2023";24;Autogestão;581.00;151943.04
"40314057";"2023";25;Medicina De Grupo;1330.00;216799.49
"40314057";"2023";27;Filantropia;107.00;16099.07
"40314057";"2023";28;Seguradora Especializada Em Saúde;85.00;15608.61
"40314057";"2024";22;Cooperativa Médica;527.00;84698.09
"40314057";"2024";24;Autogestão;365.00;88241.32
"40314057";"2024";25;Medicina De Grupo;1041.00;169504.81
"40314057";"2024";27;Filantropia;41.00;8324.33
"40314057";"2024";28;Seguradora Especializada Em Saúde;43.00;8475.05
"40314065";"2023";22;Cooperativa Médica;2.00;162.51
"40314065";"2023";24;Autogestão;5.00;821.64
"40314065";"2023";25;Medicina De Grupo;5.00;1189.47
"40314065";"2024";22;Cooperativa Médica;1.00;175.39
"40314065";"2024";25;Medicina De Grupo;4.00;2233.50
"40314103";"2023";22;Cooperativa Médica;429.00;124023.82
"40314103";"2023";24;Autogestão;298.00;101589.30
"40314103";"2023";25;Medicina De Grupo;2688.00;270705.91
"40314103";"2023";27;Filantropia;13.00;3237.51
"40314103";"2023";28;Seguradora Especializada Em Saúde;49.00;13481.70
"40314103";"2024";22;Cooperativa Médica;563.00;193264.03
"40314103";"2024";24;Autogestão;182.00;67782.13
"40314103";"2024";25;Medicina De Grupo;1880.00;209995.55
"40314103";"2024";27;Filantropia;4.00;1017.50
"40314103";"2024";28;Seguradora Especializada Em Saúde;36.00;12224.92
"40314138";"2023";22;Cooperativa Médica;109.00;14847.67
"40314138";"2023";24;Autogestão;72.00;9479.14
"40314138";"2023";25;Medicina De Grupo;101.00;23366.12
"40314138";"2023";28;Seguradora Especializada Em Saúde;24.00;3812.61
"40314138";"2024";22;Cooperativa Médica;104.00;16113.67
"40314138";"2024";24;Autogestão;31.00;3560.37
"40314138";"2024";25;Medicina De Grupo;63.00;10010.86
"40314138";"2024";27;Filantropia;1.00;93.80
"40314138";"2024";28;Seguradora Especializada Em Saúde;22.00;5770.45
"40314227";"2023";22;Cooperativa Médica;17.00;3256.26
"40314227";"2023";24;Autogestão;15.00;3491.34
"40314227";"2023";25;Medicina De Grupo;14.00;3822.21
"40314227";"2024";22;Cooperativa Médica;6.00;666.18
"40314227";"2024";24;Autogestão;5.00;1151.38
"40314227";"2024";25;Medicina De Grupo;10.00;3136.30
"40314235";"2023";22;Cooperativa Médica;288.00;97787.51
"40314235";"2023";24;Autogestão;132.00;54849.77
"40314235";"2023";25;Medicina De Grupo;513.00;471541.56
"40314235";"2023";27;Filantropia;3.00;1516.07
"40314235";"2023";28;Seguradora Especializada Em Saúde;21.00;7992.17
"40314235";"2024";22;Cooperativa Médica;314.00;101273.44
"40314235";"2024";24;Autogestão;105.00;42986.99
"40314235";"2024";25;Medicina De Grupo;295.00;288912.56
"40314235";"2024";27;Filantropia;5.00;4242.35
"40314235";"2024";28;Seguradora Especializada Em Saúde;11.00;6584.13
"40314260";"2023";22;Cooperativa Médica;17.00;10495.51
"40314260";"2023";24;Autogestão;674.00;79997.84
"40314260";"2023";25;Medicina De Grupo;151.00;25916.65
"40314260";"2023";28;Seguradora Especializada Em Saúde;1061.00;186058.43
"40314260";"2024";22;Cooperativa Médica;1.00;83.40
"40314260";"2024";24;Autogestão;83.00;8934.71
"40314260";"2024";25;Medicina De Grupo;16.00;3198.14
"40314260";"2024";28;Seguradora Especializada Em Saúde;15.00;3134.29
"40314286";"2023";22;Cooperativa Médica;15.00;3620.55
"40314286";"2023";24;Autogestão;58.00;23935.71
"40314286";"2023";25;Medicina De Grupo;22.00;4205.83
"40314286";"2023";28;Seguradora Especializada Em Saúde;13.00;6307.59
"40314286";"2024";22;Cooperativa Médica;19.00;3495.55
"40314286";"2024";24;Autogestão;13.00;3901.96
"40314286";"2024";25;Medicina De Grupo;6.00;4222.16
"40314286";"2024";27;Filantropia;1.00;600.00
"40314286";"2024";28;Seguradora Especializada Em Saúde;7.00;3246.43
"40314430";"2024";22;Cooperativa Médica;12.00;1892.54
"40314430";"2024";24;Autogestão;1.00;251.72
"40314561";"2023";22;Cooperativa Médica;19.00;5006.99
"40314561";"2023";24;Autogestão;24.00;7591.58
"40314561";"2023";25;Medicina De Grupo;62.00;12521.66
"40314561";"2023";28;Seguradora Especializada Em Saúde;35.00;7659.94
"40314561";"2024";22;Cooperativa Médica;6.00;967.98
"40314561";"2024";24;Autogestão;9.00;2977.06
"40314561";"2024";25;Medicina De Grupo;9.00;1712.14
"40314561";"2024";28;Seguradora Especializada Em Saúde;10.00;1996.07
"40316130";"2023";22;Cooperativa Médica;68112.00;2570823.45
"40316130";"2023";24;Autogestão;54352.00;2523413.39
"40316130";"2023";25;Medicina De Grupo;51031.00;2785497.72
"40316130";"2023";27;Filantropia;3306.00;133300.01
"40316130";"2023";28;Seguradora Especializada Em Saúde;12703.00;350365.03
"40316130";"2024";22;Cooperativa Médica;54505.00;2010662.83
"40316130";"2024";24;Autogestão;39363.00;1904841.11
"40316130";"2024";25;Medicina De Grupo;23227.00;1058330.67
"40316130";"2024";27;Filantropia;2240.00;88951.10
"40316130";"2024";28;Seguradora Especializada Em Saúde;8635.00;245118.02
"40316270";"2023";22;Cooperativa Médica;435306.00;13155293.87
"40316270";"2023";24;Autogestão;241071.01;6937666.88
"40316270";"2023";25;Medicina De Grupo;452335.00;19228372.64
"40316270";"2023";27;Filantropia;22234.00;594128.19
"40316270";"2023";28;Seguradora Especializada Em Saúde;73413.00;2583923.86
"40316270";"2024";22;Cooperativa Médica;302977.00;9543734.06
"40316270";"2024";24;Autogestão;189859.00;5613784.28
"40316270";"2024";25;Medicina De Grupo;398161.00;18438602.72
"40316270";"2024";27;Filantropia;14045.00;389028.44
"40316270";"2024";28;Seguradora Especializada Em Saúde;54086.00;2099698.98
"40316351";"2023";22;Cooperativa Médica;1104.00;19712.42
"40316351";"2023";24;Autogestão;429.00;11897.71
"40316351";"2023";25;Medicina De Grupo;446.00;11677.79
"40316351";"2023";27;Filantropia;1.00;21.25
"40316351";"2023";28;Seguradora Especializada Em Saúde;249.00;6879.80
"40316351";"2024";22;Cooperativa Médica;311.00;6665.12
"40316351";"2024";24;Autogestão;430.00;12524.44
"40316351";"2024";25;Medicina De Grupo;488.00;9780.13
"40316351";"2024";27;Filantropia;7.00;130.90
"40316351";"2024";28;Seguradora Especializada Em Saúde;138.00;3890.96
"40316467";"2023";22;Cooperativa Médica;66112.00;1392484.81
"40316467";"2023";24;Autogestão;33924.00;907127.70
"40316467";"2023";25;Medicina De Grupo;79418.00;2617528.37
"40316467";"2023";27;Filantropia;2796.00;59525.85
"40316467";"2023";28;Seguradora Especializada Em Saúde;13164.00;323207.36
"40316467";"2024";22;Cooperativa Médica;56802.00;1247946.89
"40316467";"2024";24;Autogestão;26546.00;734065.57
"40316467";"2024";25;Medicina De Grupo;65558.00;2358780.59
"40316467";"2024";27;Filantropia;1656.00;37734.59
"40316467";"2024";28;Seguradora Especializada Em Saúde;9395.00;256583.21
"40316548";"2023";22;Cooperativa Médica;62332.00;1009006.87
"40316548";"2023";24;Autogestão;38712.00;884781.46
"40316548";"2023";25;Medicina De Grupo;72862.00;1645110.45
"40316548";"2023";27;Filantropia;3975.00;66838.32
"40316548";"2023";28;Seguradora Especializada Em Saúde;13066.00;665693.55
"40316548";"2024";22;Cooperativa Médica;38161.00;631875.93
"40316548";"2024";24;Autogestão;29433.00;683612.89
"40316548";"2024";25;Medicina De Grupo;66176.00;1661694.20
"40316548";"2024";27;Filantropia;1963.00;33887.25
"40316548";"2024";28;Seguradora Especializada Em Saúde;8822.00;194853.88
"40316572";"2023";22;Cooperativa Médica;435594.00;9066145.22
"40316572";"2023";24;Autogestão;235460.02;5292020.50
"40316572";"2023";25;Medicina De Grupo;504240.00;15083576.03
"40316572";"2023";27;Filantropia;29309.00;613050.84
"40316572";"2023";28;Seguradora Especializada Em Saúde;67475.00;1718156.55
"40316572";"2024";22;Cooperativa Médica;333972.00;7210493.24
"40316572";"2024";24;Autogestão;202213.72;4684918.20
"40316572";"2024";25;Medicina De Grupo;440993.00;14165944.45
"40316572";"2024";27;Filantropia;17826.00;377921.07
"40316572";"2024";28;Seguradora Especializada Em Saúde;54861.00;1564285.03
"40316661";"2023";22;Cooperativa Médica;21.00;7048.53
"40316661";"2023";24;Autogestão;16.00;5764.50
"40316661";"2023";25;Medicina De Grupo;62.00;26558.80
"40316661";"2023";28;Seguradora Especializada Em Saúde;1.00;98.59
"40316661";"2024";22;Cooperativa Médica;27.00;7294.76
"40316661";"2024";24;Autogestão;6.00;2100.29
"40316661";"2024";25;Medicina De Grupo;35.00;17588.36
"40316661";"2024";28;Seguradora Especializada Em Saúde;3.00;912.01
"40317412";"2023";22;Cooperativa Médica;18.00;4337.28
"40317412";"2023";24;Autogestão;51.00;19073.58
"40317412";"2023";25;Medicina De Grupo;12.00;798.14
"40317412";"2023";28;Seguradora Especializada Em Saúde;3.00;634.51
"40317412";"2024";22;Cooperativa Médica;5.00;1256.04
"40317412";"2024";24;Autogestão;11.00;3261.85
"40317412";"2024";25;Medicina De Grupo;17.00;1590.66
"40317412";"2024";27;Filantropia;1.00;70.63
"40317412";"2024";28;Seguradora Especializada Em Saúde;2.00;327.16
"40319326";"2023";22;Cooperativa Médica;461.00;65232.78
"40319326";"2023";24;Autogestão;392.00;74936.02
"40319326";"2023";25;Medicina De Grupo;950.00;265169.24
"40319326";"2023";27;Filantropia;44.00;7586.04
"40319326";"2023";28;Seguradora Especializada Em Saúde;50.00;6468.64
"40319326";"2024";22;Cooperativa Médica;339.00;48502.45
"40319326";"2024";24;Autogestão;240.00;45373.07
"40319326";"2024";25;Medicina De Grupo;785.00;241687.14
"40319326";"2024";27;Filantropia;26.00;6295.18
"40319326";"2024";28;Seguradora Especializada Em Saúde;31.00;5189.52
"40321029";"2023";22;Cooperativa Médica;3.00;505.35
"40321029";"2023";28;Seguradora Especializada Em Saúde;1.00;423.00
"40323110";"2023";22;Cooperativa Médica;40.00;9152.86
"40323110";"2023";24;Autogestão;30.00;6071.85
"40323110";"2023";25;Medicina De Grupo;203.00;49447.66
"40323110";"2023";27;Filantropia;1.00;377.00
"40323110";"2023";28;Seguradora Especializada Em Saúde;9.00;8723.55
"40323110";"2024";22;Cooperativa Médica;22.00;4513.83
"40323110";"2024";24;Autogestão;37.00;8366.82
"40323110";"2024";25;Medicina De Grupo;52.00;8197.53
"40323110";"2024";27;Filantropia;36.00;13680.00
"40323110";"2024";28;Seguradora Especializada Em Saúde;4.00;2541.08
"40323552";"2023";22;Cooperativa Médica;1.00;635.58
"40323552";"2023";24;Autogestão;1.00;435.34
"40323552";"2024";22;Cooperativa Médica;1.00;2500.00
"40323919";"2023";22;Cooperativa Médica;7.00;358.82
"40323919";"2023";24;Autogestão;38.00;1853.94
"40323919";"2023";25;Medicina De Grupo;7.00;91.27
"40323919";"2024";22;Cooperativa Médica;3.00;138.51
"40323919";"2024";24;Autogestão;14.00;725.44
"40323919";"2024";25;Medicina De Grupo;12.00;80.09
"40323919";"2024";28;Seguradora Especializada Em Saúde;2.00;69.37
"40324079";"2023";22;Cooperativa Médica;1074.00;68416.77
"40324079";"2023";24;Autogestão;467.00;30888.76
"40324079";"2023";25;Medicina De Grupo;961.00;101373.74
"40324079";"2023";27;Filantropia;19.00;1376.74
"40324079";"2023";28;Seguradora Especializada Em Saúde;208.00;45589.46
"40324079";"2024";22;Cooperativa Médica;678.00;45354.04
"40324079";"2024";24;Autogestão;387.00;16575.24
"40324079";"2024";25;Medicina De Grupo;534.00;59974.65
"40324079";"2024";27;Filantropia;1.00;69.56
"40324079";"2024";28;Seguradora Especializada Em Saúde;34.00;4447.60
"40324265";"2023";22;Cooperativa Médica;140.00;30850.37
"40324265";"2023";24;Autogestão;372.00;94811.66
"40324265";"2023";25;Medicina De Grupo;215.00;40246.52
"40324265";"2023";27;Filantropia;4.00;1044.24
"40324265";"2023";28;Seguradora Especializada Em Saúde;58.00;15892.28
"40324265";"2024";22;Cooperativa Médica;62.00;14212.30
"40324265";"2024";24;Autogestão;298.00;83830.98
"40324265";"2024";25;Medicina De Grupo;209.00;40122.02
"40324265";"2024";27;Filantropia;16.00;4487.79
"40324265";"2024";28;Seguradora Especializada Em Saúde;23.00;8292.57
"40324591";"2023";22;Cooperativa Médica;471.00;84139.75
"40324591";"2023";24;Autogestão;481.00;102725.03
"40324591";"2023";25;Medicina De Grupo;1060.00;194454.54
"40324591";"2023";27;Filantropia;35.00;6344.22
"40324591";"2023";28;Seguradora Especializada Em Saúde;1597.00;195604.15
"40324591";"2024";22;Cooperativa Médica;195.00;34380.37
"40324591";"2024";24;Autogestão;204.00;44434.65
"40324591";"2024";25;Medicina De Grupo;456.00;90504.71
"40324591";"2024";27;Filantropia;34.00;6061.01
"40324591";"2024";28;Seguradora Especializada Em Saúde;538.00;68376.20
"40324605";"2023";22;Cooperativa Médica;613.00;111598.16
"40324605";"2023";24;Autogestão;659.00;140667.64
"40324605";"2023";25;Medicina De Grupo;1336.00;241981.43
"40324605";"2023";27;Filantropia;37.00;6739.60
"40324605";"2023";28;Seguradora Especializada Em Saúde;1933.00;239149.00
"40324605";"2024";22;Cooperativa Médica;255.00;44937.41
"40324605";"2024";24;Autogestão;298.00;64763.22
"40324605";"2024";25;Medicina De Grupo;530.00;98792.16
"40324605";"2024";27;Filantropia;36.00;6514.39
"40324605";"2024";28;Seguradora Especializada Em Saúde;608.00;78452.17
"40401014";"2023";22;Cooperativa Médica;1199.00;15136.22
"40401014";"2023";24;Autogestão;651.00;23192.56
"40401014";"2023";25;Medicina De Grupo;522.00;6724.84
"40401014";"2023";27;Filantropia;5.00;41.40
"40401014";"2023";28;Seguradora Especializada Em Saúde;383.00;8452.16
"40401014";"2024";22;Cooperativa Médica;480.00;3882.79
"40401014";"2024";24;Autogestão;53.00;1340.73
"40401014";"2024";25;Medicina De Grupo;88.00;2453.28
"40401014";"2024";28;Seguradora Especializada Em Saúde;12.00;183.72
"40401022";"2023";22;Cooperativa Médica;74.00;14594.90
"40401022";"2023";24;Autogestão;108.00;13553.55
"40401022";"2023";25;Medicina De Grupo;19.00;1558.20
"40401022";"2023";28;Seguradora Especializada Em Saúde;50.00;2227.30
"40401022";"2024";22;Cooperativa Médica;16.00;3766.80
"40401022";"2024";24;Autogestão;29.00;3256.95
"40401022";"2024";25;Medicina De Grupo;7.00;896.00
"40401022";"2024";28;Seguradora Especializada Em Saúde;2.00;398.77
"40402010";"2023";22;Cooperativa Médica;16.00;4659.65
"40402010";"2023";24;Autogestão;2.00;2688.18
"40402010";"2023";25;Medicina De Grupo;3.00;619.86
"40402010";"2024";24;Autogestão;0;0
"40402010";"2024";25;Medicina De Grupo;1.00;270.00
"40402029";"2023";22;Cooperativa Médica;67.00;31112.70
"40402029";"2023";24;Autogestão;9.00;13902.51
"40402029";"2023";25;Medicina De Grupo;76.00;7823.36
"40402029";"2023";28;Seguradora Especializada Em Saúde;10.00;5264.00
"40402029";"2024";22;Cooperativa Médica;59.00;37127.47
"40402029";"2024";24;Autogestão;0;0
"40402029";"2024";25;Medicina De Grupo;1.00;978.32
"40402029";"2024";28;Seguradora Especializada Em Saúde;10.00;3481.40
"40402037";"2023";22;Cooperativa Médica;770.00;18583.32
"40402037";"2023";24;Autogestão;283.00;32137.35
"40402037";"2023";25;Medicina De Grupo;1205.00;170562.39
"40402037";"2023";27;Filantropia;41.00;3144.32
"40402037";"2023";28;Seguradora Especializada Em Saúde;129.00;7513.60
"40402037";"2024";22;Cooperativa Médica;36.00;759.47
"40402037";"2024";24;Autogestão;117.00;27762.77
"40402037";"2024";25;Medicina De Grupo;1000.00;207387.89
"40402037";"2024";27;Filantropia;7.00;1096.26
"40402037";"2024";28;Seguradora Especializada Em Saúde;17.00;1731.36
"40402045";"2023";22;Cooperativa Médica;2023.00;290650.39
"40402045";"2023";24;Autogestão;1078.00;359809.61
"40402045";"2023";25;Medicina De Grupo;34946.00;11482107.72
"40402045";"2023";27;Filantropia;2670.00;1386884.65
"40402045";"2023";28;Seguradora Especializada Em Saúde;271.00;6339.27
"40402045";"2024";22;Cooperativa Médica;557.00;114317.20
"40402045";"2024";24;Autogestão;423.00;171751.63
"40402045";"2024";25;Medicina De Grupo;39495.00;15299659.74
"40402045";"2024";27;Filantropia;67.00;47569.44
"40402045";"2024";28;Seguradora Especializada Em Saúde;27.00;667.59
"40402053";"2023";22;Cooperativa Médica;81.00;10129.56
"40402053";"2023";24;Autogestão;17.00;2835.32
"40402053";"2023";25;Medicina De Grupo;397.00;75147.41
"40402053";"2023";28;Seguradora Especializada Em Saúde;11.00;9253.55
"40402053";"2024";22;Cooperativa Médica;0;0
"40402053";"2024";24;Autogestão;18.00;1133.85
"40402053";"2024";25;Medicina De Grupo;379.00;100298.76
"40402053";"2024";28;Seguradora Especializada Em Saúde;6.00;217.98
"40402061";"2023";22;Cooperativa Médica;112.00;6776.31
"40402061";"2023";24;Autogestão;55.00;46786.20
"40402061";"2023";25;Medicina De Grupo;1009.00;633912.19
"40402061";"2023";27;Filantropia;2.00;4757.59
"40402061";"2023";28;Seguradora Especializada Em Saúde;10.00;105.20
"40402061";"2024";22;Cooperativa Médica;1.00;34.22
"40402061";"2024";24;Autogestão;1.00;375.55
"40402061";"2024";25;Medicina De Grupo;2100.00;1373499.41
"40402061";"2024";27;Filantropia;5.00;15494.85
"40402061";"2024";28;Seguradora Especializada Em Saúde;0;0
"40402070";"2023";22;Cooperativa Médica;806.00;178799.63
"40402070";"2023";24;Autogestão;572.00;226173.84
"40402070";"2023";25;Medicina De Grupo;19581.00;5115590.96
"40402070";"2023";27;Filantropia;1306.00;620551.97
"40402070";"2023";28;Seguradora Especializada Em Saúde;108.00;3699.10
"40402070";"2024";22;Cooperativa Médica;100.00;13940.89
"40402070";"2024";24;Autogestão;245.00;97935.49
"40402070";"2024";25;Medicina De Grupo;21382.00;5368516.19
"40402070";"2024";27;Filantropia;33.00;16127.76
"40402070";"2024";28;Seguradora Especializada Em Saúde;9.00;284.78
"40402088";"2023";22;Cooperativa Médica;125.00;27810.04
"40402088";"2023";24;Autogestão;73.00;30195.09
"40402088";"2023";25;Medicina De Grupo;2268.00;536067.29
"40402088";"2023";27;Filantropia;26.00;12276.74
"40402088";"2023";28;Seguradora Especializada Em Saúde;0;0
"40402088";"2024";22;Cooperativa Médica;1.00;6.67
"40402088";"2024";24;Autogestão;57.00;23832.80
"40402088";"2024";25;Medicina De Grupo;2082.00;493145.92
"40402088";"2024";28;Seguradora Especializada Em Saúde;0;0
"40402096";"2023";22;Cooperativa Médica;273.00;38965.46
"40402096";"2023";24;Autogestão;137.00;37265.87
"40402096";"2023";25;Medicina De Grupo;7412.00;2049697.06
"40402096";"2023";27;Filantropia;33.00;16059.76
"40402096";"2023";28;Seguradora Especializada Em Saúde;19.00;300.01
"40402096";"2024";22;Cooperativa Médica;60.00;11256.38
"40402096";"2024";24;Autogestão;49.00;15557.39
"40402096";"2024";25;Medicina De Grupo;7867.00;2361499.95
"40402096";"2024";27;Filantropia;11.00;5457.65
"40402096";"2024";28;Seguradora Especializada Em Saúde;5.00;96.84
"40402100";"2023";22;Cooperativa Médica;2.00;57.20
"40402100";"2023";25;Medicina De Grupo;11.00;4077.87
"40402100";"2024";25;Medicina De Grupo;3.00;0.00
"40402118";"2023";22;Cooperativa Médica;2737.00;319830.37
"40402118";"2023";24;Autogestão;574.00;121584.53
"40402118";"2023";25;Medicina De Grupo;1306.00;221119.93
"40402118";"2023";27;Filantropia;1850.00;554468.90
"40402118";"2023";28;Seguradora Especializada Em Saúde;230.00;8845.05
"40402118";"2024";22;Cooperativa Médica;5168.00;967709.19
"40402118";"2024";24;Autogestão;618.00;134856.66
"40402118";"2024";25;Medicina De Grupo;1479.00;265730.60
"40402118";"2024";27;Filantropia;49.00;20289.84
"40402118";"2024";28;Seguradora Especializada Em Saúde;73.00;9753.12
"40402126";"2023";22;Cooperativa Médica;270.00;24708.33
"40402126";"2023";24;Autogestão;119.00;28779.23
"40402126";"2023";25;Medicina De Grupo;251.00;40383.02
"40402126";"2023";27;Filantropia;1266.00;430724.40
"40402126";"2023";28;Seguradora Especializada Em Saúde;29.00;1908.85
"40402126";"2024";22;Cooperativa Médica;40.00;6714.56
"40402126";"2024";24;Autogestão;116.00;27515.63
"40402126";"2024";25;Medicina De Grupo;520.00;95537.15
"40402126";"2024";27;Filantropia;12.00;3944.07
"40402126";"2024";28;Seguradora Especializada Em Saúde;2.00;324.72
"40402134";"2023";22;Cooperativa Médica;2098.00;58356.54
"40402134";"2023";24;Autogestão;904.00;35565.82
"40402134";"2023";25;Medicina De Grupo;1786.00;88596.73
"40402134";"2023";27;Filantropia;2063.00;110673.45
"40402134";"2023";28;Seguradora Especializada Em Saúde;405.00;14494.27
"40402134";"2024";22;Cooperativa Médica;3742.00;131222.37
"40402134";"2024";24;Autogestão;771.00;32867.89
"40402134";"2024";25;Medicina De Grupo;2640.00;143668.19
"40402134";"2024";27;Filantropia;49.00;2644.35
"40402134";"2024";28;Seguradora Especializada Em Saúde;12.00;379.78
"40402142";"2023";22;Cooperativa Médica;53.00;10430.20
"40402142";"2023";24;Autogestão;4.00;1404.82
"40402142";"2023";25;Medicina De Grupo;15.00;3547.83
"40402142";"2023";28;Seguradora Especializada Em Saúde;4.00;397.96
"40402142";"2024";22;Cooperativa Médica;1.00;39.01
"40402142";"2024";24;Autogestão;10.00;3732.35
"40402142";"2024";25;Medicina De Grupo;111.00;25586.71
"40402142";"2024";28;Seguradora Especializada Em Saúde;0;0
"40402169";"2023";24;Autogestão;0;0
"40402169";"2023";25;Medicina De Grupo;24.00;12487.37
"40402169";"2024";24;Autogestão;0;0
"40402169";"2024";25;Medicina De Grupo;4.00;1188.48
"40403025";"2024";25;Medicina De Grupo;1.00;55.18
"40403068";"2023";22;Cooperativa Médica;217.00;32831.98
"40403068";"2023";24;Autogestão;122.00;32592.62
"40403068";"2023";25;Medicina De Grupo;241.00;96472.55
"40403068";"2023";27;Filantropia;5.00;1341.72
"40403068";"2023";28;Seguradora Especializada Em Saúde;10.00;2477.43
"40403068";"2024";22;Cooperativa Médica;65.00;10421.41
"40403068";"2024";24;Autogestão;40.00;20521.57
"40403068";"2024";25;Medicina De Grupo;220.00;101716.35
"40403068";"2024";27;Filantropia;6.00;1987.42
"40403068";"2024";28;Seguradora Especializada Em Saúde;6.00;2226.29
"40403106";"2023";22;Cooperativa Médica;1229.00;4841.70
"40403106";"2023";24;Autogestão;229.00;1909.18
"40403106";"2023";25;Medicina De Grupo;2468.00;14820.57
"40403106";"2023";27;Filantropia;1.00;3.64
"40403106";"2023";28;Seguradora Especializada Em Saúde;13.00;93.65
"40403106";"2024";22;Cooperativa Médica;112.00;420.84
"40403106";"2024";24;Autogestão;53.00;380.92
"40403106";"2024";25;Medicina De Grupo;2917.00;15803.55
"40403106";"2024";27;Filantropia;2.00;6.72
"40403106";"2024";28;Seguradora Especializada Em Saúde;26.00;202.17
"40403130";"2023";22;Cooperativa Médica;43.00;279.22
"40403130";"2023";24;Autogestão;43.00;899.59
"40403130";"2023";25;Medicina De Grupo;13.00;258.89
"40403130";"2024";22;Cooperativa Médica;14.00;90.99
"40403130";"2024";24;Autogestão;18.00;578.74
"40403130";"2024";25;Medicina De Grupo;1.00;7.50
"40403149";"2023";22;Cooperativa Médica;623.00;10323.58
"40403149";"2023";24;Autogestão;147.00;6514.54
"40403149";"2023";25;Medicina De Grupo;694.00;17250.52
"40403149";"2023";28;Seguradora Especializada Em Saúde;96.00;1247.93
"40403149";"2024";22;Cooperativa Médica;1487.00;31289.43
"40403149";"2024";24;Autogestão;161.00;5707.00
"40403149";"2024";25;Medicina De Grupo;783.00;19108.78
"40403149";"2024";28;Seguradora Especializada Em Saúde;9.00;98.36
"40403157";"2023";22;Cooperativa Médica;331.00;10061.71
"40403157";"2023";24;Autogestão;201.00;5703.21
"40403157";"2023";25;Medicina De Grupo;461.00;12789.75
"40403157";"2023";28;Seguradora Especializada Em Saúde;84.00;2182.72
"40403157";"2024";22;Cooperativa Médica;829.00;29233.23
"40403157";"2024";24;Autogestão;171.00;4576.49
"40403157";"2024";25;Medicina De Grupo;452.00;15704.33
"40403157";"2024";28;Seguradora Especializada Em Saúde;5.00;118.57
"40403165";"2023";22;Cooperativa Médica;103.00;2024.12
"40403165";"2023";24;Autogestão;83.00;2267.66
"40403165";"2023";25;Medicina De Grupo;90.00;3240.98
"40403165";"2023";27;Filantropia;4.00;67.46
"40403165";"2024";22;Cooperativa Médica;10.00;215.85
"40403165";"2024";24;Autogestão;22.00;638.28
"40403165";"2024";25;Medicina De Grupo;111.00;4567.58
"40403173";"2023";22;Cooperativa Médica;2246.00;19510.31
"40403173";"2023";24;Autogestão;717.00;9324.96
"40403173";"2023";25;Medicina De Grupo;5352.00;44203.49
"40403173";"2023";27;Filantropia;290.00;2391.28
"40403173";"2023";28;Seguradora Especializada Em Saúde;833.00;8293.03
"40403173";"2024";22;Cooperativa Médica;712.00;5636.12
"40403173";"2024";24;Autogestão;347.00;6094.08
"40403173";"2024";25;Medicina De Grupo;6404.00;66552.57
"40403173";"2024";27;Filantropia;304.00;3560.87
"40403173";"2024";28;Seguradora Especializada Em Saúde;518.00;5222.91
"40403181";"2023";22;Cooperativa Médica;861.00;9543.48
"40403181";"2023";24;Autogestão;1049.00;35352.27
"40403181";"2023";25;Medicina De Grupo;3019.00;92840.40
"40403181";"2023";27;Filantropia;1613.00;168792.67
"40403181";"2023";28;Seguradora Especializada Em Saúde;683.00;8355.10
"40403181";"2024";22;Cooperativa Médica;337.00;5163.86
"40403181";"2024";24;Autogestão;392.00;17524.92
"40403181";"2024";25;Medicina De Grupo;3426.00;106567.65
"40403181";"2024";27;Filantropia;29.00;3240.89
"40403181";"2024";28;Seguradora Especializada Em Saúde;75.00;834.90
"40403190";"2023";22;Cooperativa Médica;18.00;612.90
"40403190";"2023";24;Autogestão;3.00;191.16
"40403190";"2023";25;Medicina De Grupo;3.00;161.84
"40403190";"2023";28;Seguradora Especializada Em Saúde;1.00;43.84
"40403190";"2024";22;Cooperativa Médica;17.00;703.97
"40403190";"2024";25;Medicina De Grupo;2.00;77.46
"40403203";"2023";22;Cooperativa Médica;4.00;173.37
"40403203";"2023";24;Autogestão;5.00;226.29
"40403203";"2023";25;Medicina De Grupo;27.00;1253.41
"40403203";"2023";28;Seguradora Especializada Em Saúde;10.00;277.39
"40403203";"2024";22;Cooperativa Médica;11.00;533.42
